M_6_2.4.Dihydroxybutanoic.acid.,M_27_2.Hydroxybutyric.acid,M_22_3.4.Dihydroxybutanoic.acid,M_25_3.Hydroxybutyric.acid,M_28_Alanine,M_30_Arachidonic.acid,M_8_Aspartic.acid,M_19_Cholesterol,M_9_Citric.acid,M_2_Glutamic.acid..3TMS,M_21_Glyceric.acid,M_10_Glycine,M_26_Isoleucine,M_23_Leucine,M_14_Linoleic.acid,M_4_Methionine,M_13_Oleic.acid,M_1_Ornithine,M_11_Palmitic.acid,M_3_Phenylalanine,M_12_Proline,M_24_Serine,M_17_Stearic.acid,M_5_Threonine,M_16_Tyrosine,M_20_Valine,M_212_11.Eicosenoic.acid,M_162_1H.Indole.3.acetic.acid,M_313_1.Monooleoylglycerol,M_54_1.Octadecanol,M_1030_2.3.Dihydroxybutanoic.acid,M_165_2.aminobutyric.acid,M_5856_2.Butenedioic.acid,M_127_2.Ethyl.3.hydroxypropionic.acid,M_210_2.Oxoisovaleric.acid,M_220_3.4.5.Trihydroxypentanoic.acid,M_63_4..1.1.3.3..tetramethylbutyl.phenol,M_96_4.Methyl.2.oxovaleric.acid,M_183_Acetic.acid,M_119_Alpha.ketoglutaric.acid,M_44_Aminomalonic.acid,M_99_Arabinitol,M_86_Arabinofuranose,M_946_Butane..1.2.3.trishydroxy,M_47_Creatinine,M_304_Decanoic.acid,M_51_D.Fructose,M_120_d.Galactose,M_1032_d.Galactose,M_177_d.Glucose,M_242_D.Xylopyranose,M_937_Erythritol,M_39_Erythronic.acid,M_81_Ethanolamine,M_88_Galactonic.acid,M_108_Glucopyranose,M_233_Glucopyranose,M_362_Glucopyranose,M_62_Glycerol,M_50_Glycerol.2.phosphate,M_958_Glycoside..?.methyl,M_46_Hexadecanoic.acid..2.3.dihydroxy,M_75_Hydrocinnamic.acid,M_31_Lactic.acid,M_76_Lauric.acid,M_230_L.Cysteine,M_159_Levoglucosan,M_211_Linolenic.acid,M_64_L.Proline..5.oxo,M_303_L.Proline..5.oxo,M_140_l.Threonine,M_208_L.Tryptophan,M_318_Malic.acid,M_274_monostearin,M_98_Myo.Inositol,M_116_Myristic.acid,M_83_Nonanoic.acid,M_265_Octanoic.acid,M_181_Palmitelaidic.acid,M_279_Pentitol..3.desoxy,M_234_Phenylalanine..dl,M_132_Phosphoric.acid.monomethyl.ester,M_103_Proline..4.hydroxy,M_200_Proline..4.hydroxy...trans.,M_191_Pyruvic.acid,M_65_Ribonic.acid,M_932_Ribonic.acid,M_123_Tryptophan,M_71_Tyrosine,M_1035_Urea,M_938_Xylitol,M_250_alpha.Hydroxyvaleric.acid,M_43_beta.D.Galactofuranose,M_298_beta.Hydroxyisovaleric.acid
7.94312258,67.36820534,4.723687851,97.13316908,442.3392075,15.08866809,24.81342349,528.7917583,43.51020741,137.3568724,13.5372978,167.0529728,69.90927804,163.2334629,190.1617248,71.63058776,354.5994839,224.9024548,320.2247111,131.5091713,278.2477779,487.486916,131.6543704,229.0631296,614.6660044,184.8228767,20.6,20.09,2.995667335,7.38,4.835824373,68.47,1.973530979,11.01,140.97,32.22,102.43,313.44,260.93,61.06,586.04,112.33,27.73,3.229268866,562.63,22.4,1122.31,6.94,64.24,149081.64,50.59,28.58,95.65,85.5,60.95,9700.39,9749.84,277.59,2998.38,24.39,1.736850808,34.81,16.98,812.1361804,151.43,4.99,179.97,180.4,2251.31,1.308917641,584.3,27.08,2.9407379,11.76,1123.55,393.46,203.64,4.590590067,880.97,2.76,21.68,224.31,131.5,73.46,785.08,16.02,11.28,127.33,489.02,28249.98,16.78,108.05,288.23,45.24
3.680146939,83.01914583,3.452566209,54.77188786,332.3380851,15.96670552,7.558226897,1157.222294,35.09548112,48.861822,9.389379255,141.3969184,77.35000381,190.6533506,160.9391724,57.5654,227.5874391,166.2921235,269.9746241,86.21587263,298.6421147,307.8821328,108.3625214,233.8650101,570.9071509,204.8143406,10.54,18.3,15.26,6.27,5.647237951,135.43,9.29,9.43,137.55,43.49,74.51,405.19,508.67,42.79,358.2,109.42,24.45,3.102636216,322.48,3.2673777,1633.91,7.75,8.455838596,95229.26,39.26,21.44,75.64,69.83,154.81,1245.5,2187.95,1.396727628,2377.75,21.03,7.38,36.54,12.59,576.1363693,30.5,6.8,3.63,127.38,1780.06,16.59,626.53,26.5,1.796872208,12.44,1097.31,241.33,155.73,3.86453151,537.48,2.82,9.99,230.76,34.06,20.15,843.98,24.7,9.57,158.55,352.04,47078.5,17.05,8.297867599,104.69,3.095817011
3.569131949,90.52442498,3.152825734,143.170244,278.1831107,13.6982597,13.74405209,839.7793008,44.08969578,76.8851786,11.79014423,84.25025532,57.45724378,163.9450078,154.4067088,47.07459286,363.2118701,206.94456,270.7415827,99.55404887,155.372188,426.5042662,101.1422591,219.3474368,687.9003624,163.5737658,35.75,17.2,10.77,8.66,75.1,191.6,18.79,18.41,72.45,32.81,67.98,190.47,44.18,28.64,397.22,142.44,18.2,7.72,553.51,10.61,1315.52,24.35,57.67,92399.03,27.0,23.24,75.22,75.88,120.61,9837.96,7694.37,359.42,5375.37,18.74,25.68,32.1,15.09,635.0139106,58.93,5.85,9.03,124.0,2051.0,18.95,548.07,46.24,1.186547332,12.67,1315.36,338.57,91.45,33.34,1118.2,2.88,10.13,246.9,33.92,15.53,320.05,13.7,11.47,81.35,427.46,47013.96,11.62,71.21,258.42,22.34
6.03921549,120.0012167,3.918829169,189.7900667,209.0619972,16.31704464,8.434760831,474.0531919,49.08301171,75.55768441,14.02122163,205.2573154,56.77619374,164.6311403,188.7282912,44.38487143,335.1986029,225.2606039,319.4577525,90.04580584,238.2466198,369.5562534,127.9540153,129.4213118,341.0968229,162.4697681,78.61,21.98,2.787074404,8.07,132.52,184.79,19.17,27.95,121.69,85.14,40.61,339.86,225.61,31.53,436.59,143.88,32.42,10.51,418.66,19.16,3507.36,31.61,50.7,103211.71,65.92,78.86,93.45,68.83,66.11,2918.71,3959.17,4.52,2885.21,22.69,91.66,29.68,15.85,614.6068429,60.37,6.9,8.49,128.31,2605.42,10.86,435.69,12.82,2.215652903,7.62,1507.06,416.55,219.24,95.27,851.3,3.12,13.29,243.89,100.05,52.64,319.34,31.14,18.78,72.13,275.22,51590.93,16.57,180.62,213.2,56.1
9.130982979,132.6615724,4.163062149,150.3873512,347.5212332,14.48433311,6.581517656,1935.655847,62.90745276,69.69572556,13.4618811,170.7206607,92.29752738,264.3744759,136.1476651,51.52022876,265.0674865,207.902987,269.7848343,84.59753415,267.1588639,266.52076,114.8844266,189.2489366,407.7855658,237.9285816,36.93,27.64,3.311190012,8.0,44.8,115.54,14.17,38.71,199.39,42.84,45.51,533.13,208.5,67.22,466.27,250.21,25.88,36.5,450.38,2.434678041,1958.3,44.56,11398.56,89615.36,61.27,70.82,126.61,101.15,251.29,11471.46,8465.44,79.12,2718.99,29.53,166.79,63.65,28.45,865.525227,56.85,11.59,18.54,142.01,2493.76,21.48,567.2,24.35,1.78653842,22.42,2249.72,265.96,50.81,58.17,460.76,3.59,19.6,186.54,87.22,46.41,1193.59,36.38,38.35,200.31,343.42,77652.76,15.08,186.99,259.05,63.2
4.773644597,114.1929504,3.624639444,157.9374571,328.566618,19.25770366,10.13774105,1232.461744,57.28953859,28.41567447,17.34584119,100.8214555,57.78760387,186.9584,182.4620708,73.08267989,379.3037444,179.0745127,369.6818409,159.9975785,165.8183503,344.7394297,153.528414,166.8961272,645.5764667,167.6881491,34.51,22.8,14.26,5.67,34.59,110.53,14.07,35.29,99.73,40.3,81.74,336.04,560.63,44.24,395.47,172.4,21.63,11.66,352.82,41.32,2434.47,29.06,45.54,84176.08,51.19,158.76,100.06,65.4,81.67,9166.12,8548.44,75.78,3216.91,28.4,33.98,45.12,29.05,432.3808,147.04,4.73,11.08,162.84,2275.42,16.69,373.86,19.58,1.794564821,16.01,1582.37,687.43,60.28,3.628403197,1079.6,2.86,26.16,144.1,11.29,2.035811895,314.76,30.67,21.03,123.54,413.59,43586.86,13.56,198.67,517.49,59.98
3.67459619,122.3450155,2.84198376,267.833443,151.6369215,36.52504317,4.497871275,1268.971938,70.99252998,47.07358241,12.37462366,135.7310954,79.88615283,193.9874463,200.4358541,36.71335701,389.6414401,77.78391507,351.3710295,46.20941542,196.3172066,328.4422876,146.8940217,232.1804343,133.0316243,181.010101,51.11,25.62,27.2,23.21,52.6,118.06,12.18,80.93,94.71,41.69,46.96,398.17,247.24,37.53,344.46,175.14,37.31,14.92,279.57,11.48,3922.49,14.27,18.95,87095.88,94.01,118.92,84.46,64.23,104.16,7487.04,7628.73,57.81,2945.84,40.84,52.45,68.45,15.77,466.7527194,60.61,2.06,15.81,153.82,2410.7,1.134166349,539.81,2.0,2.424221649,24.76,1599.03,394.28,92.49,74.82,724.66,2.21,20.36,283.1,49.6,26.04,283.41,35.29,22.7,84.69,262.7,34719.55,15.33,121.46,339.95,53.51
4.868007339,136.4654426,2.270256558,132.5719189,436.5398286,14.94415321,19.39393939,4027.363248,50.48835775,115.0723051,12.85854749,113.8404156,84.7754822,198.8310335,95.39108312,93.541541,202.7061633,302.3433539,248.5595803,158.1613092,852.7345899,424.8104799,109.0819698,240.8607567,1073.219641,206.1630388,40.12,31.74,3.029351217,10.63,45.43,139.71,1.890297219,39.3,7.151421854,52.8,32.3,341.89,169.44,34.12,398.52,164.53,2.49,12.2,361.29,2.417301402,1706.24,17.61,44.89,125866.88,19.51,7.567739991,89.49,56.8,92.05,8228.82,10032.31,1.001311531,2564.93,33.2,12.48,69.42,30.21,635.2525302,43.56,17.74,133.91,94.58,1998.32,18.47,849.29,34.53,2.498379723,47.85,1426.49,266.11,72.15,4.309464542,391.57,0.51220807,10.47,245.2,195.13,141.24,320.46,33.77,7.54,86.23,328.12,51439.68,11.1,280.1,350.66,3.344193395
3.746755934,95.91644293,3.258289975,250.0756451,298.9860441,18.25923716,11.27973954,580.2146644,58.36176557,94.91811505,19.26268234,140.0825896,81.66501487,239.8312622,197.0341237,57.79773474,449.2224424,154.5034718,382.4445518,107.1775935,421.5756102,627.6715196,162.5414386,328.9791807,498.7802859,168.4450135,53.02,12.17,8.15,11.8,57.53,94.56,14.47,42.8,7.290809176,6.991998711,48.46,238.97,167.08,5.411873964,197.51,179.12,20.16,16.52,410.57,31.89,9234.38,61.83,41.89,85417.21,390.06,57.6,278.25,62.17,36.34,366.22,385.69,1.87,4937.06,30.34,2.123507897,42.81,17.92,775.7516148,114.86,0.931560758,6.21,113.07,2294.82,4.32,756.16,5.93,363.66,15.16,1667.52,633.34,289.28,75.57,1069.22,2.54,13.85,121.81,42.34,31.26,12.24851843,255.1,24.53,152.49,387.85,60715.32,12.89,106.69,355.49,64.15
3.158376483,104.1325463,2.930795753,103.7611246,331.2979384,34.78210604,5.299273729,2027.433941,49.28080115,23.43871174,13.95837438,199.777985,65.66542146,201.2756982,238.3231917,47.40522306,482.0434462,115.5913368,383.497495,72.89383942,219.6068213,386.5829289,145.4855902,214.8981419,402.6749085,183.6448997,82.44,18.1,2.552426276,6.9,90.97,183.37,1.618857892,29.87,76.33,29.09,40.52,391.01,122.6,41.87,636.27,137.91,26.54,29.95,449.45,9.05,3722.87,13.99,52.36,76824.36,58.03,36.97,92.96,74.98,86.93,50.04,8493.1,2.0,8331.67,41.86,1.787832113,79.47,19.96,434.2102224,137.47,4.97,11.65,183.07,2319.93,6.76,522.47,15.4,225.77,52.59,1694.27,589.45,48.88,53.7,1413.65,2.08,21.42,303.95,43.77,1.473345081,426.06,33.1,22.57,83.36,357.51,49470.76,18.33,120.04,335.03,3.953294405
7.876513585,74.29073671,5.406430044,134.582719,331.0210648,25.67109922,8.990733784,569.5814475,67.64398941,115.1452945,15.38500697,141.2903512,73.43650733,175.7464867,201.9096996,46.61439135,437.860418,162.9981613,375.3885328,95.93397502,360.9774458,351.2227614,142.6710705,322.4031789,396.8872454,151.230616,41.31,38.66,11.13,12.73,5.249212534,65.39,1.791947481,35.48,7.382302127,8.045871255,17.12,41.38,234.45,4.636045724,229.22,171.26,15.96,13.21,566.43,24.01,8195.18,49.29,790.92,87603.25,416.35,38.93,353.67,40.6,467.22,11.15200402,122.94,1.262729566,6109.28,20.06,27.49,42.01,21.48,631.4802444,56.76,1.74,7.86,181.24,2292.47,7.0,726.19,4.31,1.903663661,13.69,1699.97,443.48,181.92,87.79,69.75634472,3.59,17.63,219.53,68.86,52.99,11.64856751,341.49,23.13,56.09,304.29,60621.48,19.94,118.16,269.03,64.8
3.380406465,55.3994624,2.819780762,48.72668008,316.945411,17.81912363,2.253944403,629.690935,32.80875756,15.89343552,11.13653282,179.1217086,53.2286346,128.9370029,126.4963543,41.48962313,205.5903332,59.22574234,232.9240244,51.70611619,150.2012218,317.0044724,91.8808256,232.9919409,225.9433008,133.2365913,10.42,10.13,2.15565919,7.87,28.17,112.33,23.76,22.69,43.35,100.85,11.82,192.52,136.4,11.0,454.26,94.18,19.05,8.26,261.5,3.474846292,4806.03,21.99,20.25,75007.83,0.894670057,22.13,94.0,45.5,54.7,1696.96,2347.55,3.31,1644.4,22.88,2.558502179,44.04,12.73,484.5412682,33.92,1.066031647,21.29,29.76,2059.29,10.02,492.0,0.601806666,1.739158971,13.68,988.11,189.93,52.1,51.66,486.07,2.36,17.87,244.97,3.991158743,16.26,251.14,44.5,12.91,98.48,298.1,21992.53,10.67,143.3,453.95,9.58
5.900446752,66.82388049,3.752306683,172.8839772,236.9139821,9.251142461,8.299524167,543.0147851,53.92017808,80.1970713,15.4415695,184.7697704,59.71385734,173.0934411,145.5493729,61.26041597,359.4780266,225.6742408,323.911312,113.3321226,252.6882654,416.601643,123.8365207,224.0709649,652.3980352,156.665244,41.73,26.69,57.8,6.89,5.517472923,71.97,1.699521056,16.86,82.71,77.07,75.77,263.64,13.75147244,18.57,737.16,266.4,28.7,31.46,483.34,10.98,3957.09,31.23,5183.27,120471.64,38.31,46.6,98.06,44.63,191.45,8738.52,8955.85,1.026348412,2709.37,25.94,124.92,36.92,15.28,418.9700873,71.54,20.5,6.89,29.73,2062.1,0.387304927,484.44,8.18,1.816221385,3.226748171,1564.03,481.57,63.88,4.48490785,1059.19,2.98,14.15,16.52,17.82,1.911099251,69.62,62.63,25.66,105.97,328.98,44632.92,14.75,59.6,286.22,25.66
3.702349938,80.90588463,3.630190194,84.28710254,415.6770307,14.63979609,10.44327573,629.4271305,49.47859059,94.05592811,9.584205732,127.4099729,96.03822012,212.6299205,208.0451757,74.24882157,259.971805,228.9228038,265.0062923,119.3817221,343.7157995,698.0175722,118.7464819,253.9623909,724.4218776,200.0853606,18.96,45.9,2.457833798,10.12,4.949874143,142.37,27.04,23.6,104.7,55.8,73.91,279.84,198.66,43.79,496.87,110.17,32.54,2.233711845,630.94,13.55,1791.86,42.31,61.61,120386.03,42.52,24.53,80.78,66.85,85.09,14585.61,12852.1,1.163138081,2136.8,25.85,0.933272117,29.07,22.97,679.9890809,40.83,10.34,13.31,245.54,2376.53,0.83052897,536.52,27.7,1.384421635,9.22,1358.2,221.07,41.79,47.88,374.0,2.41,3.247879519,242.35,68.93,37.98,517.91,18.98,3.82,96.81,374.75,26303.09,17.92,310.68,319.71,14.8
3.508073704,175.3878715,2.642156777,252.5090974,205.7918958,14.5390736,8.069120962,407.5313591,64.22604904,68.98864103,9.477365406,126.5130323,65.21308226,174.0286143,163.3995435,54.56292027,296.8311186,113.0136727,275.7697112,87.91089049,177.8569154,381.6157579,117.3989808,164.3888516,455.3856909,160.5064732,31.97,27.9,3.205739612,6.45,102.77,256.98,1.860225973,27.36,126.29,86.43,79.03,398.37,48.03,52.08,397.67,100.91,33.7,19.06,426.5,8.2,1088.64,32.15,77.61,95426.63,47.28,24.48,69.03,93.42,92.35,5840.83,7360.47,130.58,1705.7,24.83,49.3,28.43,23.41,475.6517427,56.84,13.88,7.78,11.67251539,1999.91,0.299002799,312.35,15.24,1.522709239,1.972316203,1109.8,262.71,77.61,91.2,692.48,0.871182411,14.48,172.44,40.61,17.98,482.87,14.02,10.52,96.88,259.95,30490.71,10.43,289.29,165.98,13.69
3.546928951,132.8664947,2.780925515,130.0936399,472.8701313,15.77620862,12.081142,4725.838183,68.17142793,84.12024999,16.94990351,112.3751166,79.51005057,182.0894005,173.3598863,70.78167236,325.3966737,183.8262927,327.413323,138.4143512,217.5453835,363.5613918,132.0996317,181.8726214,644.0348069,211.5179969,23.17,30.26,62.86,8.34,24.07,152.28,20.27,38.75,125.41,22.53,101.83,295.64,619.76,40.03,456.81,95.31,7.52,13.78,327.03,3.444590092,1317.42,28.81,52.5,130465.12,13.17,98.5,107.35,65.31,62.23,14516.3,14033.97,361.97,5231.57,23.89,1.992364251,54.94,15.68,687.4908563,57.69,20.55,20.15,178.8,2109.19,33.53,447.18,41.95,1.59327771,31.06,1382.96,440.91,94.34,42.66,783.26,2.9,2.921173315,319.23,53.85,22.15,686.84,6.07,9.59,98.65,286.24,50362.92,17.36,79.24,316.27,3.54076632
3.158376483,126.6675952,3.036259994,116.5111338,338.0177349,22.61439038,5.09391435,1549.547825,46.13352002,65.10651886,14.37945096,107.6861596,78.61045463,191.5326167,202.9223741,51.08236713,409.873113,157.010515,346.7692779,85.69122425,206.8791801,272.0652139,153.7744794,203.6154018,394.1534669,218.8760848,76.66,10.92,47.19,7.75,4.592103809,194.42,11.17,25.95,81.91,26.66,31.15,307.18,207.45,61.72,319.99,156.39,46.56,14.66,302.24,2.374874047,3341.88,25.11,70.8,60325.34,84.77,37.21,89.7,71.65,323.74,11595.42,9920.9,0.874126226,4880.7,31.09,21.69,71.17,16.58,538.2151951,43.26,1.213342968,12.26,111.48,2533.29,6.07,557.34,1.54126394,2.363191998,27.14,1484.97,336.95,12.21,41.74,69.69729717,2.86,20.4,214.71,50.18,42.33,401.65,20.53,17.05,111.38,415.71,38399.45,18.99,148.87,261.86,3.224107677
4.50165787,140.691965,5.134443317,261.2054874,222.7560145,19.77664348,9.67192587,1021.397474,49.50982051,95.65713243,10.11212264,107.0911594,75.74394552,182.1707199,152.2601242,36.83399236,281.3363761,155.7040277,286.7229198,71.56607543,293.5290541,432.7021283,117.9403247,189.1705843,340.8797395,183.2180965,21.56,4.97,17.34,7.58,54.78,194.33,17.53,27.73,114.86,36.63,90.02,303.9,191.75,37.58,313.68,138.75,29.84,9.16,514.44,2.727448309,3541.35,16.62,46.83,108316.81,75.93,34.06,84.56,46.84,90.92,5725.7,7367.96,183.55,1879.34,19.24,127.47,35.36,15.68,366.7494968,32.43,5.61,9.78,226.17,1877.05,14.12,442.19,7.26,2.347319785,12.25,1381.98,244.77,70.61,74.04,520.8,3.51,16.39,179.18,38.64,25.56,240.28,39.56,10.91,70.45,211.65,40445.8,14.51,156.28,525.82,3.393196638
5.10113882,105.9704432,3.735654435,67.90612638,324.1141916,19.23142822,26.11570248,1227.3598,47.21268698,114.0230829,16.52254221,34.13702766,106.7113923,207.7558385,64.84682407,189.6119563,149.3018161,253.2214496,154.2652712,279.1008334,305.5618287,1018.879056,63.97700765,518.5974927,1886.362382,191.2989045,20.26,24.89,40.87,5.48,28.89,66.31,15.24,38.9,64.85,45.3,11.2,314.26,160.41,38.75,1216.8,119.33,30.25,9.2,687.1,16.92,1216.36,4.05,41.62,42377.53,32.09,27.03,127.4,24.15,51.1,9939.08,25519.66,8.18,2048.46,25.46,75.49,42.09,27.85,541.185515,27.03,7.03,15.78,48.92,1297.31,2.12,592.85,101.37,45.25,18.65,1258.13,195.07,73.23,35.08,502.88,3.48,5.7,179.88,37.34,30.24,320.16,17.21,27.04,64.58,270.26,52866.54,20.43,217.79,780.67,27.09
4.596020612,91.44017149,3.147274984,463.649506,206.4204737,17.46878451,10.23791635,640.1120738,55.46085374,109.0871767,11.43819963,72.9097287,63.9170542,159.2284821,213.8145677,56.51989366,421.4381151,193.0372803,367.770944,106.9515911,199.4151539,306.5182225,127.8298108,200.0615626,504.4980407,161.5706359,40.04,16.65,2.959445406,6.15,29.61,101.33,9.76,25.09,112.19,34.8,70.11,348.61,172.48,48.46,158.93,144.95,24.0,3.294134377,358.77,11.43,945.17,9.22,66.68,68310.43,33.25,25.51,81.28,75.75,80.04,1827.07,2989.16,29.71,5663.9,31.1,10.62,32.38,17.82,541.1470876,82.4,7.07,11.9,135.29,1964.5,0.968266638,615.89,9.29,1.092657808,2.143666228,1395.38,521.75,105.97,97.56,1033.55,2.42,11.45,214.94,33.89,19.81,520.18,23.52,14.35,85.12,253.1,37082.79,2.176130255,69.16,81.52,3.234353877
4.207468145,67.71401172,2.714316521,243.0954794,308.3473641,16.60607442,10.72877536,586.9218501,48.20510418,56.02390402,13.93952021,259.082634,53.37094356,132.6776956,200.0293581,51.04215535,442.2503983,187.064767,365.8392483,70.11723874,239.9722053,534.0882418,149.755411,287.1558093,554.692128,137.6582729,48.69,27.56,7.66,11.78,17.64,168.86,20.47,34.88,120.78,34.09,61.23,287.26,231.53,54.48,812.91,151.46,35.43,2.809761381,435.78,36.49,1337.68,88.19,62.15,94224.41,56.45,45.05,90.89,74.61,63.2,7653.94,17594.17,1.028117448,4644.76,28.81,53.57,33.97,17.12,462.7349913,64.09,7.48,9.23,92.86,2426.23,0.244040559,837.51,12.06,1.696895236,11.52,1512.08,422.36,161.24,115.38,1216.53,1.96,15.65,149.18,9.05,24.43,592.17,25.02,32.84,89.95,359.26,37972.81,13.65,114.12,289.68,17.85
5.284313554,99.58583283,3.863321674,116.4727109,293.1193175,26.45279339,5.765088906,1014.976508,53.37191962,20.33210164,16.070042,95.62630434,72.66905542,199.110569,191.2385829,45.94866296,311.3581773,114.9708815,348.6229778,83.3504853,225.9764324,324.5535573,136.5944265,210.1746138,381.8201888,205.5256793,16.48,19.81,14.71,16.24,33.84,135.29,10.28,27.06,187.89,52.24,62.44,515.24,211.21,43.03,297.87,159.41,25.65,9.23,596.0,34.66,1736.96,21.82,78.88,86004.99,47.35,51.84,106.63,60.71,70.13,8545.52,8328.62,1.171403601,3623.1,29.86,11.03,49.21,9.39,706.2207894,105.16,4.25,12.12,193.61,1654.15,22.23,494.74,28.71,1.450850545,14.01,1195.16,522.93,162.8,73.42,619.64,2.23,13.31,339.98,64.95,36.0,662.34,14.9,19.21,94.64,183.56,46133.1,15.65,7.922020653,276.63,3.101214774
2.686562773,135.4536387,3.064013741,143.3943778,274.1048378,23.73109633,7.793638868,815.3351438,44.58243439,129.6884266,13.32361715,128.830869,85.15666692,228.2432467,227.4191123,51.64980006,374.0404884,174.5900833,360.7669222,94.19456384,241.5646081,397.995369,150.6014073,184.6877099,490.2441268,220.8849054,25.55,28.42,3.108841408,9.32,36.85,173.53,12.39,25.3,125.8,35.68,50.56,375.21,187.82,51.19,399.21,115.46,39.16,2.404934617,420.87,9.59,1547.65,57.67,36.64,92667.64,46.07,17.95,74.74,76.32,15.22,8523.39,9462.03,278.99,3408.98,36.09,16.18,55.15,16.5,607.761732,56.17,4.25,7.49,168.79,2107.84,10.43,418.36,9.31,2.56138362,16.97,1068.48,422.58,80.17,4.608746097,995.94,1.05834753,17.81,161.69,85.88,27.58,695.83,19.69,8.79,118.45,371.0,34894.73,13.12,8.453753634,245.87,14.02
12.73897017,22.79760561,6.03921549,53.6960458,306.079994,23.93473095,35.91785625,568.8796931,56.42204103,120.0082113,24.22133042,139.5941566,64.83698,173.4136362,195.0420551,80.76759824,325.653936,443.4338925,362.6284217,213.4027484,214.2389762,454.2709424,150.0553764,299.9552272,871.1260739,156.4433063,13.24,15.92,50.92,9.03,23.05,26.41,18.27,14.05,83.26,46.84,100.75,202.82,13.76695999,25.27,492.17,182.67,35.03,18.52,464.19,41.57,2633.14,61.92,674.55,182207.7,63.92,35.7,115.93,71.64,203.87,5935.13,9010.86,0.573638639,2280.95,49.23,1.751004716,48.25,15.51,736.1198384,95.94,14.91,26.26,11.73167865,2668.89,23.16,795.44,14.28,2.753284259,13.5,1945.64,479.68,220.69,84.55,839.57,4.0,16.24,326.07,25.1,20.87,403.74,35.97,27.42,108.65,311.49,31557.18,21.94,79.89,273.86,14.16
4.068699407,196.8278669,3.885524672,218.6841107,583.9114005,27.43374293,18.80290508,1078.42407,57.24095872,138.0320241,25.0949072,135.0472892,87.80463012,241.8286702,241.2233393,49.37560038,519.5966599,157.3787527,451.6034179,111.7097484,284.0383335,405.8933612,179.2152997,164.3496754,410.4273599,234.9352682,54.7,15.87,73.33,12.9,5.34830745,474.42,19.34,32.13,85.69,6.103263782,28.73,364.65,261.95,11.58,248.59,112.81,21.81,2.965502828,344.82,28.33,6504.14,24.26,40.98,141104.14,1.559134599,37.38,239.48,67.98,114.83,5525.6,5435.09,5.15,6239.32,26.45,0.997856132,70.66,17.69,962.8059447,88.11,0.965732418,4.93,266.12,2375.29,0.836301661,475.82,15.11,309.35,20.39,1846.78,636.53,84.07,75.13,1406.01,2.37,3.982968256,195.17,26.65,21.67,155.05,127.19,25.27,101.3,321.93,51440.74,23.12,122.64,738.1,2.65896614
5.92264975,416.8503763,4.235221893,377.7934671,443.4092865,18.99057008,14.02454295,705.0631493,64.79512744,177.1634506,14.27261063,96.47884197,129.0386521,287.1794872,161.7688048,92.00455734,398.2538263,394.2111011,367.734546,224.5414371,278.624164,319.484886,133.5268111,269.7951645,1182.493515,254.4031868,27.6,24.45,10.51,8.68,120.33,228.22,18.27,41.02,135.59,26.78,66.61,487.46,15.13007365,64.86,320.45,164.02,31.77,18.55,588.59,23.93,2095.73,47.66,28.74,100533.35,65.28,166.68,103.77,63.91,107.38,11002.37,9269.88,82.06,4294.84,17.4,65.62,33.64,60.86,777.4347719,41.08,13.94,10.14,278.85,2296.33,23.71,789.62,29.24,2.380583883,11.18,1722.34,411.11,179.92,90.61,1023.67,3.21,20.3,228.58,55.35,49.25,700.26,32.51,24.06,101.87,411.84,44423.06,26.62,7.685650528,415.56,117.01
4.174163648,176.2267721,4.529411618,135.7610222,492.6029857,16.58417823,33.29827198,910.9944394,45.45340194,164.6412116,13.1602143,135.6866924,99.37739829,240.619044,164.3456572,74.75817081,314.3225942,155.1693263,361.9238597,150.2633331,399.3630389,354.3185206,131.4481442,176.1584956,516.2168626,261.8637075,19.76,16.44,9.75,7.68,51.95,183.11,21.49,27.02,304.27,64.99,112.12,751.7,231.39,106.71,306.99,186.92,34.47,65.08,583.78,23.08,2329.45,53.18,39.91,100529.69,42.98,53.84,114.12,125.76,74.61,3602.06,5494.94,0.065118604,4742.49,30.02,209.26,44.85,31.12,1192.548623,56.74,8.07,19.07,218.72,2624.73,12.71,639.53,16.94,1.68380872,13.31,1615.01,440.46,269.85,4.831974274,927.48,4.29,26.67,221.68,39.43,25.17,1810.65,39.1,16.98,157.37,553.62,35968.26,20.93,706.1,349.14,86.2
3.646842442,151.4119627,3.463667708,111.8747669,352.9015602,20.51673488,9.857250188,1429.19781,41.46638317,168.0078464,13.84524933,121.1935527,87.82495998,218.7390409,151.5541047,70.06679624,263.9039057,195.0398882,258.2856552,97.83481647,325.6666377,291.7308973,119.0042647,235.2249832,479.691668,211.3700384,35.28,19.61,2.468773359,12.86,39.12,94.38,19.64,30.63,124.21,27.66,22.35,412.7,175.37,49.6,365.34,112.28,14.71,10.2,527.56,2.773739712,2230.92,16.85,34.76,94075.45,24.14,23.95,88.65,61.93,61.88,9853.41,9586.63,1.319992286,2363.31,26.67,2.082298159,58.43,22.67,723.7359973,18.52,5.26,2.02835789,193.45,2624.89,14.42,661.6,14.89,2.765413084,21.53,1333.07,207.2,42.38,36.19,475.84,2.31,18.38,280.16,74.75,53.96,1103.93,14.12,15.35,114.75,452.54,49348.86,17.72,237.98,248.11,44.84
